0.209808	8.106232E-6
0.629425	7.152557E-6
1.077652	7.629395E-6
1.554489	7.629395E-6
2.040863	7.629395E-6
2.460480	7.867813E-6
2.999306	6.675720E-6
3.428459	7.867813E-6
3.933907	6.675720E-6
4.386902	7.629395E-6
4.906654	7.629395E-6
7.772446	8.821487E-6
11.377335	8.106232E-6
12.426376	7.390976E-6
13.399124	7.867813E-6
14.376640	7.629395E-6
15.392303	7.152557E-6
16.269684	7.629395E-6
17.337799	8.106232E-6
18.234253	8.106232E-6
19.207001	8.106232E-6
20.222664	7.152557E-6
21.200180	8.344650E-6
22.192001	7.152557E-6
23.202896	7.629395E-6
24.175644	7.629395E-6
25.205612	6.675720E-6
26.149750	8.583069E-6
27.179718	7.629395E-6
28.085709	8.106232E-6
29.177666	7.867813E-6
30.174255	7.152557E-6
31.127930	8.344650E-6
32.081604	7.152557E-6
33.111572	8.106232E-6
34.098625	7.629395E-6
35.133362	6.675720E-6
36.134720	7.629395E-6
37.145615	7.152557E-6
38.146973	7.629395E-6
39.129257	8.106232E-6
40.163994	7.152557E-6
41.170120	7.867813E-6
42.190552	7.629395E-6
43.077469	7.629395E-6
44.088364	7.867813E-6
45.104027	7.152557E-6
46.095848	8.106232E-6
47.111511	7.390976E-6
48.084259	7.867813E-6
49.104691	7.867813E-6
50.091743	7.152557E-6
51.107407	8.344650E-6
52.118301	7.390976E-6
53.148270	8.106232E-6
54.125786	7.629395E-6
55.065155	6.675720E-6
56.056976	8.106232E-6
57.106018	7.629395E-6
58.107376	8.106232E-6
59.094429	7.152557E-6
60.129166	7.629395E-6
61.116219	8.106232E-6
62.160492	7.629395E-6
63.104630	7.629395E-6
64.144135	7.867813E-6
65.121651	7.152557E-6
66.137314	8.344650E-6
67.071915	7.629395E-6
68.073273	8.106232E-6
69.065094	8.106232E-6
70.095062	7.152557E-6
71.096420	8.583069E-6
72.102547	7.152557E-6
73.103905	7.867813E-6
74.110031	7.629395E-6
75.111389	7.629395E-6
76.131821	8.344650E-6
77.133179	7.629395E-6
78.125000	7.629395E-6
79.073906	7.629395E-6
80.080032	7.629395E-6
81.071854	7.867813E-6
82.125664	7.390976E-6
83.107948	7.867813E-6
84.152222	8.106232E-6
85.134506	6.914139E-6
86.145401	8.106232E-6
87.194443	7.629395E-6
88.195801	7.629395E-6
89.173317	8.106232E-6
90.208054	7.390976E-6
91.094971	8.583069E-6
92.124939	7.629395E-6
93.183517	8.106232E-6
94.146729	8.106232E-6
95.133781	7.152557E-6
96.130371	8.583069E-6
