6	684.8907708
6.1	675.5964565
6.2	666.5763539
6.3	657.8181427
6.4	649.3102404
6.5	641.0417474
6.6	633.0023966
6.7	625.1825084
6.8	617.5729483
6.9	610.1650892
7	602.9507762
7.1	595.9222944
7.2	589.0723395
7.3	582.3939905
7.4	575.8806846
7.5	569.5261945
7.6	563.3246066
7.7	557.2703016
7.8	551.3579361
7.9	545.582426
8	539.9389304
8.1	534.4228376
8.2	529.0297512
8.3	523.7554777
8.4	518.5960148
8.5	513.5475408
8.6	508.6064038
8.7	503.7691131
8.8	499.0323297
8.9	494.3928585
9	489.8476401
9.1	485.3937441
9.2	481.028362
9.3	476.7488011
9.4	472.5524782
9.5	468.4369145
9.6	464.3997298
9.7	460.4386382
9.8	456.551443
9.9	452.7360323
10	448.9903754
10.1	445.3125184
10.2	441.7005808
10.3	438.1527522
10.4	434.6672885
10.5	431.2425096
10.6	427.8767958
10.7	424.5685856
10.8	421.3163728
10.9	418.118704
11	414.9741766
11.1	411.8814362
11.2	408.8391748
11.3	405.8461288
11.4	402.9010769
11.5	400.0028386
11.6	397.1502723
11.7	394.3422737
11.8	391.5777746
11.9	388.8557408
12	386.1751714
12.1	383.5350971
12.2	380.934579
12.3	378.3727073
12.4	375.8486005
12.5	373.3614041
12.6	370.9102894
12.7	368.4944528
12.8	366.1131148
12.9	363.7655189
13	361.4509309
13.1	359.1686382
13.2	356.9179487
13.3	354.6981904
13.4	352.5087103
13.5	350.3488742
13.6	348.2180653
13.7	346.1156846
13.8	344.0411493
13.9	341.9938928
14	339.9733641
14.1	337.9790269
14.2	336.0103596
14.3	334.0668546
14.4	332.1480174
14.5	330.2533671
14.6	328.3824351
14.7	326.534765
14.8	324.7099123
14.9	322.9074438
15	321.1269375
